id,case_no,time,shift,date,location,type
2303,B12-000469,9:15am,I,February23,2012, 200 Block of Kyser Blvd Madison, DOMESTIC VIOLENCE 3RD
2304,B12-000470,10:40am,I,February23,2012, Superior Auto Care, 4060 Sullivan St, THEFT OF SERVICES-3
2305,B12-000471,12:04pm,I,February23,2012, First Choice Cash Advance, 7833 Hwy 72 Madison, THEFT 2ND DEGREE
2306,B12-000473,1:00pm,I,February23,2012, Dollar General, 7950 Highway 72 W, THEFT 3RD DEGREE
2307,B12-000474,3:46pm,II,February23,2012, 700 Block of Seina Vista Dr, THEFT 2ND DEGREE
2308,B12-000474,3:46pm,II,II, 700 Block of Seina Vista Dr, BURGLARY-3RD
2309,B12-000477,4:15pm,II,February23,2012, 100 Block of High Coach Way, DOMESTIC VIOLENCE 2ND
2310,B12-000477,4:15pm,II,II, 100 Block of High Coach Way, BURGLARY-3RD
2311,B12-000477,4:15pm,II,II, 100 Block of High Coach Way, THEFT 3RD DEGREE
2312,B12-000478,4:23pm,II,February23,2012, 7000 Block of Hwy 72 W Madison, THEFT 1ST DEGREE
2313,B12-000479,6:27pm,II,February23,2012, 100 Block of Metaire Ln Madison, SIMPLE ASSAULT
2314,B12-000481,7:10pm,II,February23,2012, Dollar General, 7950 Highway 72 W, THEFT 3RD DEGREE
2315,B12-000482,7:44pm,II,February23,2012, 300 Block of Gillespie Rd Madison, CRIMINAL MISCHIEF-3RD
2316,B12-000487,12:30pm,I,February24,2012, 600 Block of Hughes Rd, THEFT 3RD DEGREE
2317,B12-000492,8:28pm,II,February24,2012, 7000 Block of Highway 72 W, AUTO THEFT-1ST DEGREE
2318,B12-000508,10:28am,I,February27,2012, 600 Block of Hughes Rd, THEFT 2ND DEGREE
2319,B12-000509,10:42am,I,February27,2012, Ricoh Inc, 1038 Research Blvd, THEFT 2ND DEGREE
2320,B12-000512,12:54pm,I,February27,2012, 500 Block of Colonial Lake Dr, HARASSING COMMUNICATIONS
2321,B12-000514,11:18am,I,February27,2012, 200 Block of Concord Dr, CRIMINAL MISCHIEF-3RD
2322,B12-000515,3:24pm,II,February27,2012, 8000 Block of Madison Blvd, CHILD ABUSE
2323,B12-000516,3:24pm,II,February27,2012, 8000 Block of Madison Blvd, CHILD ABUSE
2324,B12-000518,5:47pm,II,February27,2012, 100 Block of Mcdermotts Way, CRIMINAL MISCHIEF-3RD
2325,B12-000519,8:45pm,II,February27,2012, Mcdonalds, 8811 Madison Blvd Madison, THEFT 3RD DEGREE
2326,B12-000521,9:00am,I,February28,2012, 100 Block of Crownridge Dr, ILLEGAL POSS/USE CREDIT CARD
2327,B12-000522,10:16am,I,February28,2012, Arlington Park Self Storage, 106 Arlington Dr, CRIMINAL MISCHIEF-3RD
2328,B12-000523,11:10am,I,February28,2012, Dollar General, 7950 Highway 72 W, THEFT 3RD DEGREE
2329,B12-000528,4:40pm,II,February28,2012, 100 Block of Westscott Dr, HARASSING COMMUNICATIONS
2330,B12-000532,8:06am,I,February29,2012, 10000 Block of County Line Rd, BREAKING AND ENTERING A VEHICLE
2331,B12-000532,8:06am,I,I, 10000 Block of County Line Rd, THEFT 2ND DEGREE
2332,B12-000533,9:17am,I,February29,2012, 8000 Block of Highway 72 W, DUTY TO STOP AND REMAIN AT SCENE
2333,B12-000534,2:30pm,II,February28,2012, 100 Block of Royal Dr, THEFT 3RD DEGREE
2334,B12-000534,2:30pm,II,II, 100 Block of Royal Dr, IDENTITY THEFT
2335,B12-000536,2:00pm,II,February29,2012, 100 Block of Justice Way Madison, HARASSING COMMUNICATIONS
2336,B12-000536,2:00pm,II,II, 100 Block of Justice Way Madison, HARASSING COMMUNICATIONS
2337,B12-000539,8:43pm,II,February27,2012, State Of Alabama, 8811 Madison Blvd Madison, POSS. FORGED INSTRUMENT 1ST
2338,B12-000540,4:39pm,II,February29,2012, 8000 Block of Madison Blvd Madison, ILLEGAL POSS/USE CREDIT CARD
2339,B12-000541,7:19pm,II,February29,2012, area of Wall Triana Hwy Madison, DUTY TO STOP AND REMAIN AT SCENE
2340,B12-000542,12:50am,III,February29,2012, State Of Alabama, I565 Madison, OBSTRUCTING JUSTICE-FALSE IDENTITY
2341,B12-000542,12:50am,III,III, State Of Alabama, I565 Madison, FORGERY 2ND
2342,B12-000543,1:15am,III,March01,2012, 3000 Block of Flag Cir, CRIMINAL MISCHIEF-2ND
2343,B12-000544,8:30am,I,March01,2012, 300 Block of Old Overton Dr, THEFT 3RD DEGREE
2344,B12-000546,11:01am,I,March01,2012, 600 Block of Hughes Rd, THEFT 2ND DEGREE
2345,B12-000547,12:20pm,I,March01,2012, 300 Block of Waters Edge Ln, HARASSMENT
2346,B12-000551,3:42pm,II,March01,2012, Title Max Of Madison, 8591 Madison Blvd, THEFT 1ST DEGREE
2347,B12-000554,7:51pm,II,March01,2012, 100 Block of Park Square Ln, THEFT 2ND DEGREE
2348,B12-000555,8:25pm,II,March01,2012, 300 Block of Gillespie Rd Madison, HARASSMENT
2349,B12-000556,11:30pm,III,March01,2012, 200 Block of Brockton Dr, DOMESTIC VIOLENCE 3RD
2350,B12-000557,1:07am,III,March02,2012, 100 Block of Springwater Dr Madison, CRIMINAL TRESPASS
2351,B12-000573,7:43am,I,March05,2012, 900 Block of Miller Blvd, BREAKING AND ENTERING A VEHICLE
2352,B12-000573,7:43am,I,I, 900 Block of Miller Blvd, THEFT 3RD DEGREE
2353,B12-000575,11:03am,I,March05,2012, Housing Investors, 135 Royal Dr Madison, THEFT 2ND DEGREE
2354,B12-000576,11:30am,I,March05,2012, 100 Block of Kauffman Cir, THEFT 3RD DEGREE
2355,B12-000577,12:15pm,I,March05,2012, 8000 Block of Madison Blvd, THEFT 2ND DEGREE
2356,B12-000580,8:03pm,II,March05,2012, City Of Madison, Kensington Dr / Mcadoo Dr, CRIMINAL MISCHIEF-3RD
2357,B12-000582,8:46pm,II,March05,2012, 100 Block of Ivy Place Madison, THEFT 3RD DEGREE
2358,B12-000584,11:04pm,III,March05,2012, 7000 Block of Highway 72 W Madison, DOMESTIC VIOLENCE 3RD
2359,B12-000587,8:53am,I,March06,2012, City Of Madison, 100 Hughes Rd Madison, ILLEGAL POSS/USE CREDIT CARD
2360,B12-000588,10:55am,I,March06,2012, 200 Block of Hughes Rd, THEFT 3RD DEGREE
2361,B12-000589,6:07pm,II,March06,2012, 100 Block of Hardiman Place Ln, UNAUTHORIZED USE OF AUTO
2362,B12-000590,6:34pm,II,March06,2012, City Of Madison, 340 Gillespie Rd, DISORDERLY CONDUCT
2363,B12-000592,7:04am,I,March07,2012, 100 Block of Royal Dr, BREAKING AND ENTERING A VEHICLE
2364,B12-000593,8:36am,I,March07,2012, 8000 Block of Highway 72 W Madison, THEFT 3RD DEGREE
2365,B12-000595,9:30am,I,March07,2012, 100 Block of Graphics Dr, BURGLARY-2ND
2366,B12-000595,9:30am,I,I, 100 Block of Graphics Dr, BURGLARY OF AUTO (NO THEFT)
2367,B12-000596,10:59am,I,March07,2012, 1000 Block of Water Hill Rd Madison, DOMESTIC VIOLENCE 3RD
2368,B12-000597,1:22pm,I,March07,2012, 100 Block of Grand Cove Pl, THEFT 2ND DEGREE
2369,B12-000598,2:59pm,II,March07,2012, 8000 Block of Madison Blvd Madison, ILLEGAL POSS/USE CREDIT CARD
2370,B12-000598,2:59pm,II,II, 8000 Block of Madison Blvd Madison, IDENTITY THEFT
2371,B12-000599,2:48pm,II,March07,2012, 100 Block of Dusty Trail Madison, BURGLARY-3RD
2372,B12-000599,2:48pm,II,II, 100 Block of Dusty Trail Madison, THEFT 2ND DEGREE
2373,B12-000600,2:48pm,II,March07,2012, 100 Block of Dusty Tr, THEFT 3RD DEGREE
2374,B12-000601,7:10pm,II,March07,2012, 200 Block of Gemini Dr, DOMESTIC VIOLENCE 3RD
2375,B12-000602,8:22pm,II,March07,2012, 900 Block of Miller Blvd Madison, COLLISION WITH UNATTENDED VEHICLE
2376,B12-000603,8:42pm,II,March07,2012, 10000 Block of County Line Rd, THEFT 3RD DEGREE
2377,B12-000604,8:42pm,II,March07,2012, 10000 Block of County Line Rd, BREAKING AND ENTERING A VEHICLE
2378,B12-000605,8:42pm,II,March07,2012, area of County Line Rd Madison, THEFT 3RD DEGREE
2379,B12-000606,8:30am,I,March08,2012, City Of Madison, 222 Concord Dr, PUBLIC DRUNKENESS
2380,B12-000607,8:16am,I,March08,2012, City Of Madison, 7885 Highway 72 W, LICENSE TO CARRY PISTOL
2381,B12-000608,8:30am,I,March08,2012, 8000 Block of Madison Blvd, ILLEGAL POSS/USE CREDIT CARD
2382,B12-000609,10:41am,I,March08,2012, 200 Block of Gooch Ln, CRIMINAL MISCHIEF-3RD
2383,B12-000610,11:31am,I,March08,2012, 100 Block of Belmont Pl, ILLEGAL POSS/USE CREDIT CARD
2384,B12-000611,12:00pm,I,March08,2012, 100 Block of Village Ln, THEFT 2ND DEGREE
2385,B12-000612,6:13pm,II,March08,2012, City Of Madison, Capshaw Rd / Wall Triana Hwy Huntsville, ATTEMPTING TO FLEE OR ELUDE POLICE OFFICER
2386,B12-000613,7:18pm,II,March08,2012, 100 Block of Bluebelle Dr, DOMESTIC VIOLENCE 3RD
2387,B12-000614,11:11pm,III,March08,2012, 100 Block of Arabian Dr, DOMESTIC VIOLENCE 1ST
2388,B12-000615,1:17am,III,March09,2012, 200 Block of Springvale Cir, THEFT 3RD DEGREE
2389,B12-000645,1:01am,III,March12,2012, 300 Block of Gillespie Rd, CRIMINAL MISCHIEF-2ND
2390,B12-000645,1:01am,III,III, 300 Block of Gillespie Rd, CRIMINAL MISCHIEF-2ND
2391,B12-000648,8:22am,I,March12,2012, Brooks Machine & Tool Inc., 277 Royal Dr, CRIMINAL MISCHIEF-3RD
2392,B12-000649,3:15pm,II,March12,2012, 10000 Block of County Line Rd Madison, THEFT 3RD DEGREE
2393,B12-000650,3:58pm,II,March12,2012, area of Madison Blvd Madison, AUTO THEFT-1ST DEGREE
2394,B12-000652,6:52pm,II,March12,2012, 100 Block of Kilburn Cir Madison, THEFT 3RD DEGREE
2395,B12-000653,10:00pm,III,March12,2012, 200 Block of Bellingham Dr Madison, HARASSMENT
2396,B12-000654,9:25am,I,March13,2012, 100 Block of Village Ln, ATTEMPTED BURGLARY-3RD-FORCE-RESIDENCE
2397,B12-000656,9:35am,I,March12,2012, 100 Block of Stoneway Tr, ILLEGAL POSS/USE CREDIT CARD
2398,B12-000657,12:10pm,I,March13,2012, 200 Block of Main St, CRIMINAL MISCHIEF-3RD
2399,B12-000658,12:23pm,I,March13,2012, City Of Madison, 8050 Highway 72 W, RECEIVING STOLEN PROPERTY-3RD
2400,B12-000659,12:23pm,I,March13,2012, City Of Madison, 8050 Highway 72 W, LICENSE TO CARRY PISTOL
2401,B12-000662,4:01pm,II,March13,2012, 100 Block of Hughes Rd, THEFT 2ND DEGREE
2402,B12-000666,7:09pm,II,March13,2012, 100 Block of Grand Cove Pl, DOMESTIC VIOLENCE 3RD
2403,B12-000668,2:12am,III,March14,2012, Martin, Terrence Kenard, Gooch Ln / Wall Triana Hwy, LICENSE TO CARRY PISTOL
2404,B12-000669,3:42am,III,March14,2012, 8000 Block of Madison Blvd, DOMESTIC VIOLENCE 3RD
2405,B12-000671,8:07am,I,March14,2012, Martin, Terrence Kenard, 100 Hughes Rd, THEFT 2ND DEGREE
2406,B12-000673,10:36am,I,March14,2012, 100 Block of Continental Dr Madison, DOMESTIC VIOLENCE 3RD
2407,B12-000674,11:51am,I,March14,2012, 100 Block of Stoneway Tr Madison, DOMESTIC VIOLENCE BY STRANGULATION OR SUFFOCATION
2408,B12-000675,12:30pm,I,March14,2012, 100 Block of Browns Ferry Rd, THEFT 2ND DEGREE
2409,B12-000676,1:50pm,I,March14,2012, 100 Block of Downing Dr Madison, THEFT OF LOST PROPERTY-2ND
2410,B12-000677,1:40pm,I,March14,2012, 100 Block of Stoneway Tr, THEFT 2ND DEGREE
2411,B12-000678,3:37pm,II,March14,2012, Carquest, 4060 Sullivan St, THEFT 2ND DEGREE
2412,B12-000681,9:30pm,II,March14,2012, 100 Block of Michael Av, HARASSMENT
2413,B12-000683,8:20am,I,March15,2012, Murphy Oil Co, 8600 Madison Blvd, GAS DRIVEOFF
2414,B12-000685,8:20am,I,March15,2012, 200 Block of Kyser Blvd, THEFT 2ND DEGREE
2415,B12-000686,9:27am,I,March15,2012, 100 Block of Silo Hill Rd, HARASSING COMMUNICATIONS
2416,B12-000687,7:51am,I,March15,2012, 8000 Block of Madison Blvd, RECKLESS ENDANGERMENT
2417,B12-000688,1:56pm,I,March15,2012, 300 Block of Gillespie Rd, BURGLARY-3RD
2418,B12-000688,1:56pm,I,I, 300 Block of Gillespie Rd, THEFT 3RD DEGREE
2419,B12-000691,2:41pm,II,March16,2012, 300 Block of Gillespie Rd, CRIMINAL TRESPASS
2420,B12-000691,2:41pm,II,II, 300 Block of Gillespie Rd, CRIMINAL MISCHIEF-3RD
2421,B12-000693,3:15pm,II,March16,2012, 8000 Block of Madison Blvd, THEFT OF LOST PROPERTY-3RD
2422,B12-000695,3:15pm,II,March16,2012, Calvary Fellowshio Church, 8760 Madison Blvd, THEFT OF LOST PROPERTY-3RD
2423,B12-000696,10:40pm,III,March16,2012, Woodland Homes Of Huntsville Inc, 291 Big Oak Ln, CRIMINAL MISCHIEF-3RD
2424,B12-000702,11:13pm,III,March17,2012, Casa Blanca, 140 Browns Ferry Rd, BURGLARY-3RD
2425,B12-000715,7:00am,I,March19,2012, 100 Block of Park Square Ln, THEFT 3RD DEGREE
2426,B12-000716,3:52pm,II,March19,2012, 200 Block of Pine Ridge Rd, BREAKING AND ENTERING A VEHICLE
2427,B12-000717,4:00pm,II,March19,2012, 100 Block of De Jan Rd, UNAUTHORIZED USE OF AUTO
2428,B12-000718,4:36pm,II,March19,2012, 100 Block of Corrine Dr Madison, CRIMINAL MISCHIEF-3RD
2429,B12-000721,10:15pm,III,March19,2012, Ronald Mcdonald Foundation, 8005 Highway 72 W, THEFT 3RD DEGREE
2430,B12-000723,8:40am,I,March20,2012, 300 Block of Shelton Rd, THEFT 3RD DEGREE
2431,B12-000725,4:28pm,II,March20,2012, 100 Block of Michael Av Madison, IDENTITY THEFT
2432,B12-000726,5:03pm,II,March20,2012, 200 Block of Lime Quarry Rd, THEFT 1ST DEGREE
2433,B12-000727,4:50pm,II,March20,2012, 200 Block of Kyser Blvd, DOMESTIC VIOLENCE 3RD
2434,B12-000729,6:08pm,II,March20,2012, 100 Block of Scenic Dr, DOMESTIC VIOLENCE BY STRANGULATION OR SUFFOCATION
2435,B12-000730,8:30pm,II,March20,2012, 300 Block of Hughes Rd, COLLISION WITH UNATTENDED VEHICLE
2436,B12-000736,3:00pm,II,March21,2012, 10000 Block of County Line Rd, BURGLARY-3RD
2437,B12-000736,3:00pm,II,II, 10000 Block of County Line Rd, THEFT 2ND DEGREE
2438,B12-000737,2:55pm,II,March21,2012, 100 Block of Woodley Rd, THEFT 2ND DEGREE
2439,B12-000738,7:21pm,II,March21,2012, 100 Block of Lynbrook Blvd, BURGLARY-3RD
2440,B12-000738,7:21pm,II,II, 100 Block of Lynbrook Blvd, THEFT 3RD DEGREE
2441,B12-000741,2:13pm,II,March22,2012, Optimist Club Of Huntsville, 8803 Madison Blvd Madison, THEFT 1ST DEGREE
2442,B12-000743,7:35pm,II,March22,2012, 8000 Block of Madison Blvd Madison, THEFT OF LOST PROPERTY-3RD
2443,B12-000744,7:50pm,II,March22,2012, 8000 Block of Old Madison Pike, THEFT 2ND DEGREE
2444,B12-000745,4:58am,III,March23,2012, 100 Block of Royal Dr Madison, DOMESTIC VIOLENCE 3RD
2445,B12-000771,1:53am,III,March26,2012, 200 Block of Pointe Verde Cir, DOMESTIC VIOLENCE 3RD
2446,B12-000773,3:17am,III,March26,2012, City Of Madison, 7663 Hwy 72 Madison, CARRYING CONCEALED WEAPON
2447,B12-000774,9:06am,I,March26,2012, 500 Block of Marion Dr, THEFT 3RD DEGREE
2448,B12-000776,12:47pm,I,March26,2012, 100 Block of Royal Dr Madison, THEFT 3RD DEGREE
2449,B12-000777,3:37pm,II,March26,2012, 700 Block of Browns Ferry Rd Madison, DUTY UPON STRIKING A FIXED OBJECT
2450,B12-000778,4:40pm,II,March26,2012, Walmart Super Center #2690, 8650 Madison Blvd, THEFT 3RD DEGREE
2451,B12-000779,3:38pm,II,March26,2012, Walmart Super Center #2690, 8650 Madison Blvd, THEFT 3RD DEGREE
2452,B12-000780,4:06pm,II,March26,2012, area of Highland Dr / Miller Blvd, AGGRAVATED ASSAULT 3RD
2453,B12-000781,4:33pm,II,March26,2012, State Of Alabama, Athens Blvd / Eastview Dr, VERIFICATION OF CITIZENSHIP IMMIGRATION
2454,B12-000782,4:26pm,II,March26,2012, 300 Block of Shelton Rd Madison, IDENTITY THEFT
2455,B12-000783,4:47pm,II,March26,2012, 1000 Block of Water Hill Rd, IDENTITY THEFT
2456,B12-000785,6:29pm,II,March26,2012, 8000 Block of Madison Blvd, THEFT 2ND DEGREE
2457,B12-000786,1:12am,III,March27,2012, City Of Madison, 8127 Old Madison Pike, DRIVING UNDER INFLUENCE-DRUGS
2458,B12-000788,9:10am,I,March27,2012, Cost Cutters, 12060 County Line Rd Madison, THEFT OF SERVICES-3
2459,B12-000789,10:15am,I,March27,2012, 600 Block of Hughes Rd, HARASSMENT
2460,B12-000790,10:35am,I,March27,2012, Greenway Homes, 120 Belle Ridge Dr, THEFT 1ST DEGREE
2461,B12-000791,1:53am,III,March26,2012, 200 Block of Pointe Verde Cir, DOMESTIC VIOLENCE 3RD
2462,B12-000792,4:00pm,II,March27,2012, 100 Block of Shelton Rd, SIMPLE ASSAULT
2463,B12-000793,4:10pm,II,March27,2012, Capio Management Group, 100 Carmine Cir Madison, BURGLARY-3RD
2464,B12-000793,4:10pm,II,II, Capio Management Group, 100 Carmine Cir Madison, THEFT 2ND DEGREE
2465,B12-000794,6:00pm,II,March27,2012, 200 Block of Gillespie Rd, DOMESTIC VIOLENCE 3RD
2466,B12-000797,3:00am,III,March28,2012, 2000 Block of Flagstone Circle Madison, CRIMINAL MISCHIEF-2ND
2467,B12-000799,9:30am,I,March28,2012, Liberty Middle School, 281 Dock Murphy Dr, CRIMINAL MISCHIEF-3RD
2468,B12-000800,10:10am,I,March28,2012, 2000 Block of Flagstone Dr, HARASSMENT
2469,B12-000801,12:37pm,I,March28,2012, 300 Block of Church St, IDENTITY THEFT
2470,B12-000802,3:25pm,II,March28,2012, 200 Block of Kyser Blvd, THEFT 1ST DEGREE
2471,B12-000804,5:50pm,II,March28,2012, 100 Block of Ketchum Way, THEFT 2ND DEGREE
2472,B12-000805,6:00pm,II,March28,2012, 7000 Block of Highway 72 W, CRIMINAL MISCHIEF-1ST
2473,B12-000807,7:47pm,II,March28,2012, 300 Block of Hughes Rd, THEFT 3RD DEGREE
2474,B12-000809,8:10am,I,March29,2012, 600 Block of Hughes Rd, HARASSMENT
2475,B12-000810,4:55pm,II,March29,2012, Cvs Pharmacy (Store 4884), 8503 Old Madison Pike, THEFT 3RD DEGREE
2476,B12-000811,7:45pm,II,March29,2012, 8000 Block of Old Madison Pike Madison, BREAKING AND ENTERING A VEHICLE
2477,B12-000814,8:54am,I,March30,2012, 5000 Block of Wall Triana Hwy Madison, DUTY TO STOP AND REMAIN AT SCENE
2478,B12-000819,2:45am,III,March31,2012, 4000 Block of Sullivan St, CRIMINAL MISCHIEF-2ND
2479,B12-000822,11:56am,I,March31,2012, 300 Block of Gillespie Rd Madison, HARASSMENT
2480,B12-000838,4:48am,III,April02,2012, 100 Block of Angela Dr, DOMESTIC VIOLENCE 3RD
2481,B12-000839,6:38am,I,April02,2012, 100 Block of Brandon Dr, BREAKING AND ENTERING A VEHICLE
2482,B12-000839,6:38am,I,I, 100 Block of Brandon Dr, THEFT 3RD DEGREE
2483,B12-000840,6:38am,I,April02,2012, 100 Block of Brandon Dr, BREAKING AND ENTERING A VEHICLE
2484,B12-000840,6:38am,I,I, 100 Block of Brandon Dr, THEFT 2ND DEGREE
2485,B12-000841,6:45am,I,April02,2012, 100 Block of Arrowhead Tr, BREAKING AND ENTERING A VEHICLE
2486,B12-000841,6:45am,I,I, 100 Block of Arrowhead Tr, THEFT 2ND DEGREE
2487,B12-000842,6:56am,I,April02,2012, 100 Block of Brandon Dr, UNLAWFUL BREAKING AND ENTERING A VEHICLE
2488,B12-000842,6:56am,I,I, 100 Block of Brandon Dr, THEFT 3RD DEGREE
2489,B12-000843,7:29am,I,April02,2012, 100 Block of Todd Dr, BREAKING AND ENTERING A VEHICLE
2490,B12-000843,7:29am,I,I, 100 Block of Todd Dr, THEFT 3RD DEGREE
2491,B12-000844,9:25am,I,April02,2012, 100 Block of Thomas Dr, THEFT 1ST DEGREE
2492,B12-000845,10:31am,I,April02,2012, 100 Block of Lea Wood Ct, THEFT 3RD DEGREE
2493,B12-000846,2:09pm,II,April02,2012, 100 Block of Greenspring Dr, HARASSING COMMUNICATIONS
2494,B12-000848,5:50pm,II,April02,2012, 3000 Block of Flag Circle Madison, DOMESTIC VIOLENCE BY STRANGULATION OR SUFFOCATION
2495,B12-000849,8:30pm,II,April02,2012, 8000 Block of Madison Blvd, THEFT 3RD DEGREE
2496,B12-000852,10:30pm,III,April02,2012, 300 Block of Gillespie Rd, DOMESTIC VIOLENCE 3RD
2497,B12-000853,12:50am,III,April03,2012, 100 Block of Compass Point Dr, DOMESTIC VIOLENCE 3RD
2498,B12-000854,10:04am,I,April03,2012, 1000 Block of Continental Dr, HARASSING COMMUNICATIONS
2499,B12-000855,3:00pm,II,April03,2012, 100 Block of Village Ln, THEFT 2ND DEGREE
2500,B12-000856,5:45pm,II,April03,2012, 200 Block of Monte Vista Dr, BREAKING AND ENTERING A VEHICLE
2501,B12-000856,5:45pm,II,II, 200 Block of Monte Vista Dr, THEFT 2ND DEGREE
2502,B12-000857,6:00pm,II,April03,2012, 3000 Block of Wall Triana Hwy, BREAKING AND ENTERING A VEHICLE
2503,B12-000857,6:00pm,II,II, 3000 Block of Wall Triana Hwy, THEFT 2ND DEGREE
2504,B12-000859,8:15pm,II,April03,2012, 300 Block of Gillespie Rd, HARASSMENT
2505,B12-000860,5:30am,III,April04,2012, 100 Block of Dusty Tr, THEFT OF SERVICES-3
2506,B12-000861,8:45am,I,April04,2012, City Of Madison, 340 Gillespie Rd, DISORDERLY CONDUCT
2507,B12-000862,8:30am,I,April04,2012, Thomas Pit Bbq, 7929 Highway 72 W, BURGLARY-3RD
2508,B12-000862,8:30am,I,I, Thomas Pit Bbq, 7929 Highway 72 W, THEFT 3RD DEGREE
2509,B12-000864,8:45am,I,April04,2012, City Of Madison, 340 Gillespie Rd, DISORDERLY CONDUCT
2510,B12-000865,7:50am,I,April04,2012, City Of Madison, 340 Gillespie Rd, DISORDERLY CONDUCT
2511,B12-000867,12:26pm,I,April04,2012, 100 Block of Brownstone Dr, THEFT 1ST DEGREE
2512,B12-000868,9:13am,I,April02,2012, City Of Madison, 8650 Madison Blvd, CIRCULATING EMITTED MONEY
2513,B12-000869,4:41pm,II,April04,2012, City Of Madison, 140 Royal Dr Madison, DISORDERLY CONDUCT
2514,B12-000870,8:50am,I,April05,2012, 100 Block of Covington Place Madison, BURGLARY-3RD
2515,B12-000872,9:39am,I,April05,2012, 1000 Block of Hughes Rd, CRIMINAL MISCHIEF-2ND
2516,B12-000873,11:08am,I,April05,2012, 900 Block of S Interlaken Dr, DOMESTIC VIOLENCE 3RD
2517,B12-000874,4:00pm,II,April05,2012, 900 Block of S Interlaken Dr, DOMESTIC VIOLENCE 3RD
2518,B12-000875,4:04pm,II,April05,2012, 8000 Block of Madison Blvd, THEFT 2ND DEGREE
2519,B12-000876,4:27pm,II,April05,2012, 2000 Block of Colonial Lake Dr, HARASSMENT
2520,B12-000877,6:30am,I,April06,2012, Big 10 Tires Inc, 105 Ivory Pl, THEFT 3RD DEGREE
2521,B12-000898,9:00am,I,April08,2012, 500 Block of Eastview Dr, CRIMINAL MISCHIEF-2ND
2522,B12-000901,3:06pm,II,April08,2012, 200 Block of Cork Aly, BURGLARY-3RD
2523,B12-000901,3:06pm,II,II, 200 Block of Cork Aly, THEFT 3RD DEGREE
2524,B12-000902,6:31pm,II,April08,2012, State Of Alabama, 300 Hughes Rd Madison, PUBLIC DRUNKENESS
2525,B12-000903,7:44pm,II,April08,2012, 100 Block of Michael Av Madison, BURGLARY-3RD
2526,B12-000903,7:44pm,II,II, 100 Block of Michael Av Madison, THEFT 2ND DEGREE
2527,B12-000906,6:20am,I,April09,2012, 100 Block of Park Square Ln, THEFT 2ND DEGREE
2528,B12-000907,9:45am,I,April09,2012, 100 Block of Park Square Ln, THEFT 1ST DEGREE
2529,B12-000909,11:10am,I,April09,2012, 7000 Block of Old Madison Pike, THEFT 2ND DEGREE
2530,B12-000909,11:10am,I,I, 7000 Block of Old Madison Pike, CRIMINAL MISCHIEF-3RD
2531,B12-000910,12:50pm,I,April09,2012, 100 Block of Hughes Rd, CRIMINAL MISCHIEF-2ND
2532,B12-000911,3:04pm,II,April09,2012, 300 Block of Shelton Rd, HARASSING COMMUNICATIONS
2533,B12-000912,3:24pm,II,April09,2012, 7000 Block of Old Madison Pike, HARASSMENT
2534,B12-000913,7:20pm,II,April09,2012, 100 Block of Melinda Dr, HARASSING COMMUNICATIONS
2535,B12-000914,6:54pm,II,April09,2012, 200 Block of Gemini Dr, AGGRAVATED ASSAULT 3RD DOMESTIC VIOLENCE
2536,B12-000916,11:45am,I,April10,2012, 300 Block of Shelton Road Madison, THEFT 1ST DEGREE
2537,B12-000917,12:10pm,I,April10,2012, 100 Block of Nikki Ln, CHILD ABUSE
2538,B12-000918,8:30am,I,April11,2012, 1000 Block of Hughes Rd, HARASSING COMMUNICATIONS
